LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE
ARCHER DANIELS MIDLAND COMPANY,4666 FARIES PARKWAY,DECATUR,IL,62526,"Software Developers, Systems Software",WEB DEVELOPER III,Y,1,PEORIA,IL,,
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,"History Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,1,URBANA,IL,,
STUDIO GANG ARCHITECTS,1212 N. ASHLAND AVENUE,CHICAGO,IL,60622,"Architects, Except Landscape and Naval",ARCHITECTURAL PROJECT DESIGNER,Y,2,CHICAGO,IL,,
SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,1265 LINCOLN DRIVE,CARBONDALE,IL,62901,"Business Teachers, Postsecondary",INSTRUCTOR,Y,1,CARBONDALE,IL,,
THE NORTHERN TRUST COMPANY,50 S. LASALLE STREET M-8,CHICAGO,IL,60603,"Software Developers, Applications","INVESTMENT ANALYST, EQUITY",Y,1,CHICAGO,IL,,
CCC INFORMATION SERVICES INC.,222 MERCHANDISE MART PLAZA,CHICAGO,IL,60654,Sales Engineers,SENIOR PRODUCT MANAGER,Y,1,CHICAGO,IL,,
CAPGEMINI U.S. LLC,"333 W. WACKER DR., STE. 300",CHICAGO,IL,60606,Computer Programmers,MANAGER/PROGRAMMER DEVELOPER,Y,1,CHICAGO,IL,ORLANDO,FL
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSOCIATE II,Y,1,PEORIA,IL,,
HEWITT ASSOCIATES LLC,200 EAST RANDOLPH STREET,CHICAGO,IL,60601,Financial Analysts,PROJECT MANAGER,Y,1,LINCOLNSHIRE,IL,CHICAGO,IL
ARCHER DANIELS MIDLAND COMPANY,4666 FARIES PARKWAY,DECATUR,IL,62526,Computer Systems Analysts,SYSTEMS ANALYST III,Y,1,DECATUR,IL,,
ABBOTT LABORATORIES,100 ABBOTT PARK ROAD,ABBOTT PARK,IL,60064,Computer Systems Analysts,SR. SYSTEMS ANALYST-SAP HR ABAP,Y,1,ABBOTT PARK,IL,,
"MATRIX MANAGEMENT SYSTEMS, INC.",2500 WEST HIGGINS ROAD,HOFFMAN ESTATES,IL,60169,Computer Programmers,PROGRAMMER ANALYST,Y,1,EVANSTON,IL,,
"PROFESSIONAL CONSULTING SERVICES, INC.",750 WARRENVILLE ROAD,LISLE,IL,60532,Computer Systems Analysts,LEAD SYSTEMS ANALYST,Y,1,LISLE,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
"ATF, INC.",3550 W. PRATT AVENUE,LINCOLNWOOD,IL,60712,Industrial Engineers,MASTER SCHEDULER,Y,1,LINCOLNWOOD,IL,,
TRANSUNION LLC,555 W ADAMS,CHICAGO,IL,60661,Operations Research Analysts,ANALYST,Y,1,CHICAGO,IL,,
SBP CONSULTING INC.,4900 38TH AVENUE,MOLINE,IL,61265,Computer Systems Analysts,ERP SYSTEMS ANALYST,Y,1,EAST MOLINE,IL,,
TRANSUNION LLC,555 W ADAMS,CHICAGO,IL,60661,Market Research Analysts and Marketing Specialists,SENIOR CONSULTANT,Y,1,CHICAGO,IL,,
UNIVERSITY OF CHICAGO - BOOTH SCHOOL OF BUSINESS,5807 SOUTH WOODLAWN,CHICAGO,IL,60637,"Business Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
"BITSOFT INTERNATIONAL, INC.",2272 W. 95TH STREET,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
THE UNIVERSITY OF CHICAGO,OFFICE OF INTERNATIONAL AFFAIRS,CHICAGO,IL,60637,Physicists,POSTDOCTORAL SCHOLAR,Y,1,CHICAGO,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,CHICAGO,IL
AYRUS INC,865 N COLUMBIA ST,NAPERVILLE,IL,60563,"Software Developers, Applications",SR SOFTWARE ENGINEER,Y,1,NAPERVILLE,IL,,
THE UNIVERSITY OF CHICAGO,OFFICE OF INTERNATIONAL AFFAIRS,CHICAGO,IL,60637,"Biological Scientists, All Other",RESEARCH PROFESSIONAL I,Y,1,CHICAGO,IL,,
"CLEAR LAM PACKAGING, INC.",1950 PRATT BLVD.,ELK GROVE VILLAGE,IL,60007,,QUALITY ENGINEER,Y,1,ELK GROVE VILLAGE,IL,,
COMMUNITY ACCOUNTING SERVICES,3005 W. IRVING PARK ROAD,CHICAGO,IL,60618,Accountants and Auditors,ACCOUNTANT - SENIOR MANAGER,Y,1,CHICAGO,IL,,
ARCHER DANIELS MIDLAND COMPANY,4666 FARIES PARKWAY,DECATUR,IL,62526,"Software Developers, Applications",SENIOR BUSINESS SOLUTION ANALYST,Y,1,DECATUR,IL,,
SUN TRADING LLC,100 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Financial Analysts,QUANTITATIVE RISK ANALYST,Y,1,CHICAGO,IL,,
"LITTELFUSE, INC.","O'HARE PLAZA, 8755 W. HIGGINS ROAD",CHICAGO,IL,60631,Architectural and Engineering Managers,SPECIAL PROJECTS MANAGER,Y,1,MOUNT PROSPECT,IL,,
INGREDION INCORPORATED,5 WESTBROOK CORPORATE CENTER,WESTCHESTER,IL,60154,Management Analysts,"MANAGER, CORPORATE STRATEGIC PLANNING",Y,1,WESTCHESTER,IL,,
"TALENTED IT, INC.",800 W. 5TH AVE.,NAPERVILLE,IL,60563,"Software Developers, Applications",TECHNICAL ANALYST,Y,1,BLOOMINGTON,IL,,
"HSHS MEDICAL GROUP, INC.","3215 EXECUTIVE PARK DRIVE, 4TH FLOOR",SPRINGFIELD,IL,62703,,INTERNAL MEDICINE PHYSICIAN,Y,1,STREATOR,IL,STREATOR,IL
KALVEN TECHNOLOGIES INC.,1701 E. WOODFIELD RD,SCHAUMBURG,IL,60173,"Software Developers, Applications",JAVA/J2EE ARCHITECT,Y,1,GLENVIEW,IL,SCHAUMBURG,IL
MOTOROLA MOBILITY LLC,222 W. MERCHANDISE MART PLAZA,CHICAGO,IL,60654,Logisticians,BUSINESS OPERATIONS ANALYST,Y,1,CHICAGO,IL,,
MOTOROLA MOBILITY LLC,222 W. MERCHANDISE MART PLAZA,CHICAGO,IL,60654,Architectural and Engineering Managers,DEPLOYMENT PROGRAM MANAGER,Y,1,CHICAGO,IL,,
"F&S CONSULTING, INC.",1635 WISE RD.,SCHAUMBURG,IL,60193,Electrical Engineers,RF ENGINEER,Y,1,HOFFMAN ESTATES,IL,,
"LARLIN HEALTH CARE, INC.",6912 MAIN STREET SUITE 110,DOWNERS GROVE,IL,60516,Management Analysts,MANAGEMENT ANALYST,Y,1,DOWNERS GROVE,IL,,
"GLOBAL DATA SOLUTIONS, INC.",301 SOUTH PROSPECT ROAD,BLOOMINGTON,IL,61704,Computer Systems Analysts,TECHNICAL BUSINESS ANALYST/SYSTEMS BUSINESS ANALYS,Y,1,BLOOMINGTON,IL,,
STRATEGIC FEEDBACK INC.,47 E. CHICAGO AVENUE,NAPERVILLE,IL,60540,Computer and Information Systems Managers,APPLICATIONS DEVELOPMENT SENIOR,Y,1,NAPERVILLE,IL,NAPERVILLE,IL
"SHC DIRECT, L.L.C. D/B/A INTE Q","1815 S. MEYERS ROAD, SUITE 300",OAKBROOK TERRACE,IL,60181,Computer Systems Analysts,SENIOR SYSTEMS ANALYST,Y,1,OAKBROOK TERRACE,IL,,
"PROSOFT TECHNOLOGY GROUP, INC.",2001 BUTTERFIELD ROAD,DOWNERS GROVE,IL,60515,Computer Systems Analysts,SENIOR  PROGRAMMER ANALYST,Y,1,DOWNERS GROVE,IL,FRANKLIN,NJ
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
TRANSUNION LLC,555 W ADAMS,CHICAGO,IL,60661,"Software Developers, Applications",CONSULTANT,Y,1,CHICAGO,IL,,
VTEKH INC,915 NORTH PLUM GROVE RD,SCHAUMBURG,IL,60173,Computer Systems Analysts,COMPUTER SYSTEM ANALYST,Y,1,SCHAUMBURG,IL,,
NEO PRISM SOLUTIONS,917 N PLUM GROVE ROAD,SCHAUMBURG,IL,60173,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,RIVERWOODS,IL,,
THE NORTHERN TRUST COMPANY,50 S. LASALLE STREET M-8,CHICAGO,IL,60603,Financial Analysts,TEAM LEADER FUND ACCOUNTING,Y,1,CHICAGO,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,CHICAGO,IL
"UCHICAGO ARGONNE, LLC",9700 SOUTH CASS AVENUE,LEMONT,IL,60439,Computer and Information Research Scientists,POSTDOCTORAL APPOINTEE,Y,5,LEMONT,IL,,
"ACCRETIVE HEALTH, INC.",401 N. MICHIGAN AVENUE,CHICAGO,IL,60611,"Software Developers, Systems Software","SENIOR DEVELOPMENT LEAD, IT PRODUCTIONS OPERATIONS",Y,1,CHICAGO,IL,,
COMPSYCH MANAGEMENT CORPORATION,455 N. CITYFRONT PLAZA DRIVE,CHICAGO,IL,60611,"Software Developers, Applications",SENIOR JAVA DEVELOPER,Y,1,CHICAGO,IL,,
AUGUSTANA COLLEGE,639 - 38TH STREET,ROCK ISLAND,IL,61201-2296,"Business Teachers, Postsecondary",ASSISTANT PROFESSOR OF BUSINESS ADMINISTRATION,Y,1,ROCK ISLAND,IL,,
UOP LLC,25 EAST ALGONQUIN ROAD,DES PLAINES,IL,60017-5017,Chemical Engineers,SENIOR RESEARCH & DEVELOPMENT ENGINEER,Y,1,DES PLAINES,IL,,
"NEPHROLOGY ASSOCIATES OF NORTHERN ILLINOIS, LTD",120 W. 22ND STREET,OAK BROOK,IL,60523,,NEPHROLOGIST,Y,1,CRYSTAL LAKE,IL,ELGIN,IL
NORTHEASTERN ILLINOIS UNIVERSITY,5500 N. ST. LOUIS AVENUE,CHICAGO,IL,60625,"Atmospheric, Earth, Marine, and Space Sciences Tea",ASSISTANT PROFESSOR OF EARTH SCIENCES,Y,1,CHICAGO,IL,,
"GROUPON, INC.",600 W. CHICAGO AVE.,CHICAGO,IL,60654,Financial Analysts,FINANCE MANAGER,Y,1,CHICAGO,IL,,
DISCOVER PRODUCTS INC.,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Financial Analysts,PROJECT MANAGER,Y,1,RIVERWOODS,IL,,
"STRATA DECISION TECHNOLOGY, LLC",2100 S. FIRST STREET,CHAMPAIGN,IL,61820,Computer Systems Analysts,SENIOR IMPLEMENTATION CONSULTANT,Y,1,CHICAGO,IL,,
"FRONTIER TECHNOLOGIES, LLC",1601 BOND STREET,NAPERVILLE,IL,60563,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,DEERFIELD,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
"CGN & ASSOCIATES, INC.",415 SW WASHINGTON STREET,PEORIA,IL,61602,"Managers, All Other",SUPPLY CHAIN MANAGER,Y,1,MOSSVILLE,IL,PEORIA,IL
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
AVANT CREDIT CORPORATION,640 N. LASALLE STREET,CHICAGO,IL,60654,Network and Computer Systems Administrators,PRODUCTION SUPPORT ENGINEER,Y,1,CHICAGO,IL,,
"ACCRETIVE HEALTH, INC.",401 N. MICHIGAN AVENUE,CHICAGO,IL,60611,Operations Research Analysts,OPERATIONAL PERFORMANCE AND METRIC LEADER,Y,1,CHICAGO,IL,,
DB SERVICING CORPORATION,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Financial Analysts,"MANAGER, TREASURY",Y,1,RIVERWOODS,IL,,
"QUALITY THERAPY & CONSULTATION, INC.",16170 SOUTH KINGSPORT ROAD,ORLAND PARK,IL,60467,Physical Therapists,PHYSICAL THERAPIST,Y,1,CHICAGO,IL,CHICAGO,IL
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,CHICAGO,IL
SAC WIRELESS LLC,1501 E WOODFIELD ROAD,SCHAUMBURG,IL,60173,Accountants and Auditors,SPECIALIST FINANCIAL CONTROLS,Y,1,SCHAUMBURG,IL,,
KAT TECH SYSTEMS,855 EAST GOLF RD.,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,,
"PETERSON  TECHNOLOGY PARTNERS, INC.",1600 GOLF ROAD,ROLLING MEADOWS,IL,60008,Computer Programmers,SR. JAVA DEVELOPER,Y,1,HOFFMAN ESTATES,IL,,
DB SERVICING CORPORATION,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Financial Analysts,FINANCIAL ANALYST,Y,1,RIVERWOODS,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Computer Systems Analysts,BUSINESS ANALYST,Y,1,HOFFMAN ESTATES,IL,,
"ULTA INC, WHOLLY OWNED SUBSIDIARY OF ULTA SALON CO",1000 REMINGTON BLVD.,BOLINGBROOK,IL,60440,"Software Developers, Applications",SENIOR SAP TECHNICAL ANALYST,Y,1,BOLINGBROOK,IL,,
"APNA GHAR, INC.",4350 NORTH BROADWAY,CHICAGO,IL,60613,Social and Community Service Managers,PROGRAM DIRECTOR,Y,1,CHICAGO,IL,,
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,Instructional Coordinators,MEASUREMENT SPECIALIST,Y,1,CHAMPAIGN,IL,,
"ORBITZ WORLDWIDE, LLC",500 WEST MADISON,CHICAGO,IL,60661,"Computer Occupations, All Other",SENIOR SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
"JUMP OPERATIONS, LLC",600 WEST CHICAGO AVENUE,CHICAGO,IL,60654,"Software Developers, Systems Software",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SPRINGFIELD,IL,SPRINGFIELD,IL
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,VIRGINIA BEACH,VA
"DYNAMIC ENTERPRISE SOLUTIONS, INC.",150 NORTH MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,VERNON HILLS,IL
"AGILE HEALTH TECHNOLOGIES, INC.",1355 S ROUTE 59 STE1C,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,VIRGINIA BEACH,VA
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,"Software Developers, Systems Software, R&D",VISITING RESEARCH PROGRAMMER,Y,1,URBANA,IL,,
"IVY TECH SOLUTIONS, INC",3403 N. KENNICOTT AVE.,ARLINGTON HEIGHTS,IL,60004,"Software Developers, Applications",PROGRAMMER ANALYST/JAVA,Y,1,ARLIGTON HEIGHTS,IL,ST LOUIS,MO
"QUINNOX, INC.",2056 WESTINGS AVENUE,NAPERVILLE,IL,60563,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,CHICAGO,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SPRINGFIELD,IL,SPRINGFIELD,IL
"AGILE HEALTH TECHNOLOGIES, INC.",1355 S ROUTE 59 STE1C,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,VIRGINIA BEACH,VA
"DYNAMIC ENTERPRISE SOLUTIONS, INC.",150 NORTH MARTINGALE ROAD,SCHAUMBURG,IL,60173,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,SCHAUMBURG,IL,VERNON HILLS,IL
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,Chemists,POSTDOCTORAL RESEARCH ASSOCIATE,Y,1,URBANA,IL,,
"MU SIGMA, INC.",3400 DUNDEE RD.,NORTHBROOK,IL,60062,Management Analysts,ENGAGEMENT MANAGER,Y,1,NORTHBROOK,IL,,
PWC STRATEGY& (US) INC.,225 WEST WACKER DRIVE,CHICAGO,IL,60606-1228,Management Analysts,"SENIOR ASSOCIATE, ENGINEERED PRODUCTS AND SERVICES",Y,1,CHICAGO,IL,,
SCALAR USA INC.,3315 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,OAK BROOK,IL,ROLLING MEADOWS,IL
TRINUC LLC,"1540 E. DUNDEE RD,",PALATINE,IL,60074,"Software Developers, Applications",APLLICATIONS DEVELOPER,Y,1,CHICAGO,IL,,
"ORBITZ WORLDWIDE, LLC",500 WEST MADISON STREET,CHICAGO,IL,60661,"Software Developers, Applications",USER INTERFACE SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
"ZS ASSOCIATES, INC.",1800 SHERMAN AVENUE,EVANSTON,IL,60201,Operations Research Analysts,ASSOCIATE CONSULTANT,Y,1,EVANSTON,IL,,
SAVVY INFO SYSTEMS INC,120 GOLF ROAD SUITE#200,SCHAUMBURG,IL,60195,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,CHICAGO,IL,SCHAUMBURG,IL
SRK SYSTEMS INC,1811 W DIEHL RD,NAPERVILLE,IL,60563,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,NAPERVILLE,IL,HERNDON,VA
BRUNSWICK CORPORATION,1 NORTH FIELD COURT,LAKE FOREST,IL,60045,"Software Developers, Applications",WEB SERVICES ADMINISTRATOR,Y,1,LAKE FOREST,IL,,
UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 S. MARYLAND AVENUE,CHICAGO,IL,60637,"Physicians and Surgeons, All Other",RESIDENT IN PATHOLOGY [1ST POST-MD YEAR],Y,1,EVANSTON,IL,,
"PETERSON  TECHNOLOGY PARTNERS, INC.",1600 GOLF ROAD,ROLLING MEADOWS,IL,60008,Computer Programmers,SR. JAVA DEVELOPER,Y,1,HOFFMAN ESTATES,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SPRINGFIELD,IL,SPRINGFIELD,IL
ARLINGTON PLATING COMPANY,600 S. VERMONT STREET,PALATINE,IL,60078,Industrial Production Managers,PLANT MANAGER,Y,1,PALATINE,IL,,
"DANIEL J. EDELMAN, INC.",200 EAST RANDOLPH DRIVE,CHICAGO,IL,60601,Computer Systems Analysts,SENIOR BUSINESS ANALYST,Y,1,CHICAGO,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SPRINGFIELD,IL,SPRINGFIELD,IL
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,1,NAPERVILLE,IL,,
LTD COMMODITIES LLC,2800 LAKESIDE DRIVE,BANNOCKBURN,IL,60015,Computer Systems Analysts,SENIOR ANALYST - CUSTOMER RELATIONSHIP MANAGEMENT,Y,1,LINCOLNSHIRE,IL,,
ILLINOIS INSTITUTE OF TECHNOLOGY,3300 S. FEDERAL STREET,CHICAGO,IL,60616,"Business Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
"HSHS MEDICAL GROUP, INC.","3215 EXECUTIVE PARK DRIVE, 4TH FLOOR",SPRINGFIELD,IL,62703,"Internists, General",HOSPITALIST,Y,1,SPRINGFIELD,IL,,
"AXIS, INC.",3008 W. WILLOW KNOLLS DRIVE,PEORIA,IL,61614,Mechanical Engineers,SENIOR FEA ENGINEER,Y,1,EAST PEORIA,IL,PEORIA,IL
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",POSTDOCTORAL RESEARCH ASSOCIATE,Y,1,PEORIA,IL,,
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,Materials Scientists,POSTDOCTORAL RESEARCH ASSOCIATE,Y,1,CHAMPAIGN,IL,,
"ATF, INC.",3550 W. PRATT AVENUE,LINCOLNWOOD,IL,60712,Industrial Engineers,MASTER SCHEDULER,Y,1,LINCOLNWOOD,IL,,
"MIDTRONICS, INC.",7000 MONROE STREET,WILLOWBROOK,IL,60527,"Software Developers, Systems Software",EMBEDDED SOFTWARE SYSTEMS ENGINEER,Y,1,WILLOWBROOK,IL,,
"GLOBONIX, INC.",8770 WEST BRYN MAWR,CHICAGO,IL,60631,"Software Developers, Applications",SAP BW CONSULTANT,Y,1,CHICAGO,IL,DEERFIELD,IL
WEICHAI AMERICA CORP.,3100 GOLF ROAD,ROLLING MEADOWS,IL,60008,Mechanical Engineers,DESIGN ENGINEER,Y,1,ROLLING MEADOWS,IL,,
THE UNIVERSITY OF CHICAGO,OFFICE OF INTERNATIONAL AFFAIRS,CHICAGO,IL,60637,Computer Programmers R & D,PROGRAMMER 1,Y,1,CHICAGO,IL,ARGONNE,IL
"NAVISTAR, INC.",2701 NAVISTAR DRIVE,LISLE,IL,60532,Electrical Engineers,PRODUCT DEVELOPMENT ENGINEER SENIOR,Y,1,LISLE,IL,MELROSE PARK,IL
"CARESOFT GLOBAL, INC.",7025 VETERANS BOULEVARD,BURR RIDGE,IL,60527,Mechanical Engineers,ASSOCIATE TEAM LEADER,Y,1,BURR RIDGE,IL,"ASSUMPTION, IL 62510 USA",IL
CORECENTRIC SOLUTIONS INC.,175 WALL STREET,GLENDALE HEIGHTS,IL,60139-1956,Industrial Engineers,REMANUFACTURING ENGINEER,Y,1,GLENDALE HEIGHTS,IL,,
HEWITT ASSOCIATES LLC,200 EAST RANDOLPH STREET,CHICAGO,IL,60601,"Computer Occupations, All Other",SYSTEMS ANALYST,Y,1,LINCOLNSHIRE,IL,CHICAGO,IL
"ENTERPRISE SOLUTIONS, INC.","500 EAST DIEHL ROAD, SUITE # 130",NAPERVILLE,IL,60563,Management Analysts,BUSINESS ANALYST,Y,2,BLOOMINGTON,IL,,
JOHN H. STROGER JR. HOSPITAL OF COOK COUNTY,627 S.WOOD  # 833,CHICAGO,IL,60612,"Physicians and Surgeons, All Other",POST GRADUATE PHYSICIAN,Y,1,CHICAGO,IL,,
CAPGEMINI FINANCIAL SERVICES USA INC,6400 SHAFER COURT,ROSEMONT,IL,60018,Management Analysts,SENIOR CONSULTANT/BUSINESS ANALYST,Y,5,ROSEMONT,IL,,
JOHN H. STROGER JR. HOSPITAL OF COOK COUNTY,627 S.WOOD  # 833,CHICAGO,IL,60612,Physician Assistants,POST GRADUATE PHYSICIAN,Y,1,CHICAGO,IL,,
"CARESOFT GLOBAL, INC.",7025 VETERANS BOULEVARD,BURR RIDGE,IL,60527,Mechanical Engineers,MECHANICAL ENGINEER,Y,1,BURR RIDGE,IL,DAVENPORT,IA
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,"Engineering Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,1,EVANSTON,IL,,
ABBVIE INC,1 N WAUKEGAN RD.,NORTH CHICAGO,IL,60064,Market Research Analysts and Marketing Specialists,"MANAGER, PAYOR MARKETING RESEARCH & ANALYTICS",Y,1,NORTH CHICAGO,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",VISITING RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
EMIL VAN ESSEN LLC,180 N. LASALLE STREET,CHICAGO,IL,60601,Financial Analysts,QUANTITATIVE RESEARCH ANALYST,Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Management Analysts,"DIRECTOR, INNOVATION & STRATEGY",Y,1,HOFFMAN ESTATES,IL,,
"E.ON GLOBAL COMMODITIES NORTH AMERICA, LLC",353 N CLARK STREET,CHICAGO,IL,60654,Electrical Engineers,POWER ANALYST,Y,1,CHICAGO,IL,,
WILLIAMS & ASSOCIATES,2421 WEST 75TH STREET,WOODRIDGE,IL,60517,Accountants,ACCOUNTANT,Y,1,WOODRIDGE,IL,,
"XM DATA STRATEGIES, INC.",5729 S. THURLOW STREET,HINSDALE,IL,60521,Database Administrators,DATABASE ADMINISTRATOR,Y,1,HINSDALE,IL,,
"AUTOMOTIVE ROBOTICS, INC.",221 ALTORFER LANE,EAST PEORIA,IL,61611,"Software Developers, Systems Software",SOFTWARE DEVELOPER,Y,1,MOSSVILLE,IL,,
"PETERSON  TECHNOLOGY PARTNERS, INC.",1600 GOLF ROAD,ROLLING MEADOWS,IL,60008,"Software Developers, Applications",SR. PROGRAMMER ANALYST,Y,1,ROLLING  MEADOWS,IL,,
"WAUKEGAN PUBLIC SCHOOLS, COMMUNITY UNIT SCHOOL DIS",1201 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,"Special Education Teachers, Preschool, Kindergarte",TEACHER (ELEMENTARY SCHOOL SPECIAL EDUCATION),Y,1,WAUKEGAN,IL,,
GENESIS ENERGY INTERNATIONAL LLC,100 W. 22ND STREET,LOMBARD,IL,60148,Mechanical Engineers,QUALITY LEAD ENGINEER,Y,1,LOMBARD,IL,,
"PRIMA POWER NORTH AMERICA, INC.",555 W. ALGONQUIN ROAD,ARLINGTON HEIGHTS,IL,60005,Mechanical Engineers,PRESS BRAKE INTEGRATIONS ENGINEER,Y,1,ARLINGTON HEIGHTS,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,Biochemists and Biophysicists,RESEARCH ASSOCIATE,Y,1,EVANSTON,IL,,
